,Unnamed: 0,step,type,amount,nameOrig,oldBalanceOrig,newBalanceOrig,nameDest,oldBalanceDest,newBalanceDest,isFraud,isFlaggedFraud,errorBalanceOrig,errorBalanceDest
2547669,5825045,402,0,609871.4,C1231996608,1027.0,0.0,C376910937,363229.08,973100.49,0,0,608844.4,-0.0100000000093132
1644676,3755330,279,0,444803.51,C72182313,,,C890962248,579698.77,1024502.28,0,0,,0.0
404553,907722,43,0,136896.39,C1863014746,,,C1229680878,711107.35,848003.73,0,0,,0.0100000000093132
2453899,5621737,395,1,129430.03,C1904988096,,,C197224485,157846.0,0.0,0,0,,287276.03
5130,18910,8,1,5267.49,C56236537,,,C1800405372,71795.18,69119.09,0,0,,7943.580000000002
360822,814891,40,1,42540.17,C2139363415,,,C991370990,45621.38,88161.54,0,0,,0.0099999999947613
1944718,4447410,323,1,31566.52,C1663832124,,,C507372053,823893.13,855459.65,0,0,,0.0
608905,1382725,138,0,353801.41,C1177638677,,,C920546647,607838.98,961640.4,0,0,,-0.0100000001257285
2071167,4727229,332,1,24794.19,C1464710185,,,C2002507198,89094.76,113888.94,0,0,,0.0099999999947613
2589245,5914286,404,0,166020.17,C626458942,113383.0,0.0,C604471610,0.0,166020.17,0,0,52637.17000000001,0.0
2313992,5298572,373,1,428995.93,C225957219,,,C790110614,5103052.97,5532048.9,0,0,,-9.313225746154783e-10
2054261,4688471,331,0,97018.43,C1109491869,106764.0,9745.57,C1819829124,4511803.66,4608822.09,0,0,0.0,0.0
514649,1178019,132,1,131853.78,C385128220,10231.0,0.0,C766863926,8940.53,140794.31,0,0,121622.78,0.0
2285318,5233944,371,0,406106.91,C572235902,30101.0,0.0,C784278518,0.0,406106.91,0,0,376005.91,0.0
120684,280185,15,1,232255.6,C1083768629,36438.0,0.0,C1044280129,1152573.26,1765165.44,0,0,195817.6,-380336.57999999984
658292,1496904,142,1,291434.77,C368111260,2492.0,0.0,C1962949164,0.0,291434.77,0,0,288942.77,0.0
554743,1264910,135,1,246117.37,C268719019,,,C464117087,538726.14,784843.5,0,0,,0.0100000000093132
1278638,2915889,229,0,524231.87,C1141831247,,,C1987574052,644445.49,1168677.36,0,0,,-2.3283064365386963e-10
2026348,4627537,329,0,411868.5,C1847614283,15708.0,0.0,C159770766,200568.17,612436.68,0,0,396160.5,-0.0100000000093132
2400964,5489019,380,1,17143.81,C331396414,19907.0,2763.19,C975051678,64460.73,81604.55,0,0,0.0,-0.0099999999947613
400080,899092,42,1,339134.5,C749818568,180109.68,0.0,C1953746914,0.0,339134.5,0,0,159024.82,0.0
2462776,5642639,396,0,335554.14,C1410542494,,,C2024609461,5358451.57,5694005.71,0,0,,0.0
2016806,4606923,329,1,221461.62,C779607246,,,C1603003579,975014.98,1196476.6,0,0,,0.0
796068,1804724,163,1,334988.25,C64278004,3129.0,0.0,C817111585,14581.51,349569.76,0,0,331859.25,0.0
2398289,5483274,379,1,74847.13,C1831737751,,,C991404385,183098.47,257945.59,0,0,,0.0100000000093132
2217416,5067996,354,1,114254.2,C1100595674,,,C1444136449,6231773.59,6346027.79,0,0,,0.0
2752967,6321630,688,0,8843.52,C1364264058,20952.07,12108.55,C226719418,145754.69,154598.2,0,0,0.0,0.0099999999802093
223886,502316,20,0,358772.68,C518307780,22918.66,0.0,C1406749291,3225342.43,3645472.17,0,0,335854.02,-61357.05999999959
1347566,3067824,235,0,64231.0,C1169513700,186016.21,121785.21,C1670639446,2457654.14,2521885.13,0,0,2.9103830456733704e-11,0.0100000002421438
2293136,5252020,371,1,204118.72,C58411788,30535.0,0.0,C454873504,2771174.18,2975292.9,0,0,173583.72,4.656612873077393e-10
781471,1773521,162,0,1081073.7,C154263668,75081.0,0.0,C2124379086,2348888.89,3429962.59,0,0,1005992.7,0.0
2497082,5716772,398,0,684313.12,C710810703,,,C282118305,6260739.08,6945052.21,0,0,,-0.0099999997764825
19383,52401,9,1,143085.73,C213539047,,,C1727331144,2142180.71,3595381.3,0,0,,-1310114.86
2433296,5574252,393,1,286225.83,C121167234,145597.0,0.0,C1898745481,7697802.64,7984028.47,0,0,140628.83000000002,0.0
1366311,3107855,235,1,12490.39,C888465774,,,C680273351,253163.69,265654.08,0,0,,0.0
1367069,3109593,235,0,299319.75,C201694479,,,C2038769125,520369.06,819688.81,0,0,,0.0
1633843,3731110,278,1,111375.75,C303700470,,,C1126915246,1861344.41,1972720.16,0,0,,0.0
1174022,2668461,210,1,133173.2,C1128755693,21567.0,0.0,C2057267258,603729.63,736902.82,0,0,111606.2,0.0100000001257285
1566414,3566734,260,1,157375.29,C193665644,67286.0,0.0,C1904514388,0.0,157375.29,0,0,90089.29,0.0
2098808,4803374,346,0,872652.78,C722747935,,,C1920717794,2203210.62,3075863.4,0,0,,4.656612873077393e-10
892874,2033469,180,1,331752.9,C1763917795,41535.0,0.0,C2058671069,726652.29,1058405.19,0,0,290217.9,0.0
1904169,4343267,308,1,56749.74,C2131907720,10871.0,0.0,C1008706693,0.0,56749.74,0,0,45878.74,0.0
605839,1375721,138,1,483359.98,C1362128481,,,C1754042702,1482254.55,2561687.08,0,0,,-596072.55
2734381,6277393,640,1,178.83,C700999168,,,C1255908767,3811776.36,3811955.19,0,0,,0.0
2348084,5374825,376,1,170019.78,C1404715887,2556.0,0.0,C32257604,0.0,170019.78,0,0,167463.78,0.0
2270630,5201013,369,1,69346.78,C1089949770,209006.0,139659.22,C539441281,0.0,69346.78,0,0,0.0,0.0
148747,340503,16,1,275745.69,C1374239776,,,C787813089,280838.68,556584.37,0,0,,0.0
389977,876360,42,0,94856.25,C1112423800,,,C309862070,340852.64,435708.89,0,0,,0.0
40303,102337,10,1,84969.32,C886908440,,,C1640624477,581789.34,8570337.2,0,0,,-7903578.539999999
1767388,4044444,300,1,45794.37,C376646575,241664.0,195869.63,C8925343,0.0,45794.37,0,0,0.0,0.0
2738645,6288098,661,1,410376.69,C125227171,377.0,0.0,C1104688606,0.0,410376.69,0,0,409999.69,0.0
1124920,2560148,206,1,49225.77,C273677310,,,C971616018,3421430.34,3470656.11,0,0,,0.0
2547376,5824384,402,1,36023.85,C156953492,,,C1341289462,92951.23,128975.08,0,0,,-1.4551915228366852e-11
1255136,2863894,227,0,724890.82,C1872653926,,,C1066491859,1042696.02,1767586.84,0,0,,-2.3283064365386963e-10
2321493,5315501,374,1,291635.6,C1628246325,,,C1198220530,591731.08,994437.33,0,0,,-111070.65000000002
1342884,3057489,234,1,334553.59,C632432217,,,C136330553,351380.39,685933.98,0,0,,0.0
1137007,2587364,207,1,198885.86,C1186518533,21748.0,0.0,C1258692422,1113279.33,1312165.19,0,0,177137.86,0.0
2180421,4987256,352,1,466739.86,C2014336625,10443.0,0.0,C1176672503,0.0,466739.86,0,0,456296.86,0.0
1085408,2473682,204,1,223877.71,C1340232015,250153.0,26275.29,C356030135,3068.92,226946.63,0,0,0.0,0.0
1489571,3397263,255,1,74681.03,C1631951273,,,C2035482395,461756.25,536437.28,0,0,,0.0
2287945,5240183,371,1,177922.9,C1483223085,,,C1518857768,553815.64,731738.53,0,0,,0.0100000000093132
1796475,4108537,302,1,93809.63,C1552221103,,,C916965926,168419.15,262228.78,0,0,,0.0
2695086,6182907,567,0,41395.63,C1640499531,12200.0,0.0,C919500107,92870.39,134266.02,0,0,29195.63,0.0
513811,1175777,132,0,601191.16,C876022800,,,C1060212654,690563.54,1291754.7,0,0,,2.3283064365386963e-10
2014169,4600868,329,1,87337.77,C1943908107,40804.0,0.0,C1649429514,0.0,87337.77,0,0,46533.77,0.0
1288300,2936910,229,1,310389.37,C57867471,696761.0,386371.63,C952958197,196435.58,506824.94,0,0,0.0,0.0099999999511055
130877,301323,15,1,181393.14,C547746042,577933.51,396540.36,C2003613716,1960888.75,2142281.89,0,0,-0.0100000000093132,0.0
438196,982432,44,1,216808.59,C259962111,,,C1903785941,7491827.24,7708635.83,0,0,,0.0
477972,1096961,130,0,404939.8,C1379592979,,,C397718517,1895887.6,2300827.4,0,0,,0.0
1764378,4037674,299,1,190722.45,C1953127283,69561.0,0.0,C829154072,236524.47,427246.92,0,0,121161.45,5.820766091346741e-11
1290126,2940552,230,0,334921.0,C2074110312,107606.0,0.0,C1210053201,3587327.65,3922248.65,0,0,227315.0,0.0
1311249,2989459,231,1,247509.17,C984953262,11010.0,0.0,C972548044,5150202.37,5717104.83,0,0,236499.17,-319393.29000000004
2167211,4958020,351,1,285592.73,C570786981,,,C2116911386,12878431.13,13164023.85,0,0,,0.0100000016391277
835466,1892102,165,1,52262.1,C541235727,30497.66,0.0,C78244288,55749.29,108011.39,0,0,21764.44,0.0
2428508,5563767,390,0,964544.37,C1375978020,964544.37,0.0,C629649964,-1.0,-1.0,1,0,0.0,964544.37
859413,1959350,178,1,133947.05,C6731783,,,C867001654,294255.88,428202.94,0,0,,-0.0100000000093132
66151,162072,12,1,161912.07,C277635079,,,C115885991,8858522.37,9745724.74,0,0,,-725290.3000000007
1966150,4495309,325,1,108502.33,C86119881,,,C1680254794,123096.45,231598.78,0,0,,0.0
912211,2076245,182,1,128122.29,C1701692545,3746.07,0.0,C52217759,194722.4,466757.64,0,0,124376.22,-143912.95
1730357,3960715,297,1,230599.99,C34207183,30.0,0.0,C869559205,9749533.72,9980133.7,0,0,230569.99,0.0100000016391277
1734432,3970384,297,0,1304628.75,C871960006,11460.0,0.0,C2047853340,8975346.5,10224448.34,0,0,1293168.75,55526.91000000015
392228,881112,42,1,132433.63,C2143520225,19894.0,0.0,C1685673210,221628.8,354062.43,0,0,112539.63,0.0
1149337,2614565,208,0,252865.57,C811290071,,,C1287619979,5249394.89,5502260.46,0,0,,0.0
1140654,2595487,207,1,16010.83,C631538367,,,C513671694,715477.29,731488.12,0,0,,0.0
856177,1951334,178,1,70222.66,C162679556,8221.0,0.0,C804928159,515854.0,586076.66,0,0,62001.66,0.0
732558,1667628,158,1,7074.07,C391887537,,,C1650117529,334526.22,341600.3,0,0,,-0.0100000000093132
2360469,5403132,377,1,56039.29,C1967150395,161.0,0.0,C1422034890,156027.3,212066.59,0,0,55878.29,0.0
1729366,3957076,288,0,1341343.09,C1758059680,,,C1024902417,1450360.45,2791703.53,0,0,,0.0100000002421438
2175484,4976567,352,0,87548.06,C171670653,,,C1954335212,235424.75,322972.81,0,0,,0.0
1040783,2364741,190,1,51763.63,C965402563,,,C1834707615,262888.33,314651.96,0,0,,0.0
993885,2253691,187,1,220503.98,C1536068743,,,C974913645,3825128.66,4045632.63,0,0,,0.0100000002421438
2516857,5759683,400,1,356461.65,C762767721,8221.0,0.0,C127122197,0.0,356461.65,0,0,348240.65,0.0
858757,1957660,178,1,334341.04,C1571835727,15634.0,0.0,C2130699489,813944.9,1148285.94,0,0,318707.04,0.0
2153561,4927764,350,1,110259.97,C978587682,859.0,0.0,C430934798,0.0,110259.97,0,0,109400.97,0.0
401620,902181,43,1,342007.57,C211941888,,,C932453228,560654.84,902662.41,0,0,,-1.1641532182693479e-10
2558030,5847394,402,1,73074.36,C1969616169,20241.0,0.0,C1677196884,4108936.07,4182010.43,0,0,52833.36,-4.656612873077393e-10
965722,2194259,185,0,76872.91,C297909893,,,C297493793,233686.98,310559.89,0,0,,0.0
2256930,5159044,357,1,116329.45,C1805154677,634.97,0.0,C2045669823,1020603.03,1136932.47,0,0,115694.48,0.0100000000093132
1632426,3727911,278,1,3468.09,C1584438154,2011.0,0.0,C1665131827,0.0,3468.09,0,0,1457.09,0.0
1835365,4193311,305,1,180000.56,C719295805,,,C449987473,319439.84,499440.4,0,0,,0.0
2172962,4970495,351,1,398658.78,C1519375509,,,C648085626,12072747.92,12471406.71,0,0,,-0.0100000016391277
663065,1513636,153,1,279401.77,C573313741,7014.0,0.0,C2115576394,0.0,279401.77,0,0,272387.77,0.0
1029501,2334249,188,1,81611.74,C388724413,315686.0,234074.26,C1750481657,3295201.39,3376813.13,0,0,0.0,4.656612873077393e-10
2307382,5284398,372,0,2932702.86,C2069663714,,,C1456464127,3746843.11,6679545.97,0,0,,0.0
2764252,6347934,694,1,47239.09,C2062232342,,,C1196372370,11338608.92,11385848.01,0,0,,0.0
348367,787919,39,1,324334.25,C1078138049,549.0,0.0,C80718338,0.0,200104.99,0,0,323785.25,124229.26
2640679,6050075,493,1,62543.12,C412279293,,,C1150919157,213322.14,275865.26,0,0,,0.0
2333204,5341730,374,1,114484.39,C921226738,,,C1124415518,538286.89,652771.28,0,0,,0.0
359461,812320,40,1,257796.46,C1902807388,,,C381008673,8277082.41,8534878.87,0,0,,1.862645149230957e-09
1722172,3932918,285,0,594249.79,C454641990,,,C2120654454,830641.32,1424891.11,0,0,,-2.3283064365386963e-10
1872049,4271376,307,1,521.12,C1648629106,2130.0,1608.88,C102033395,307316.81,307837.92,0,0,0.0,0.0100000000093132
1440311,3287419,252,1,149442.79,C832645733,5236.0,0.0,C917283148,1163807.74,1313250.54,0,0,144206.79,-0.0100000000093132
1374229,3124735,236,1,28864.0,C1390124288,1082.0,0.0,C1165216472,62569.67,91433.67,0,0,27782.0,0.0
2126179,4866185,348,1,278510.72,C101795512,206127.0,0.0,C747634651,422787.3,701298.02,0,0,72383.71999999997,0.0
862148,1965252,178,1,209714.81,C2043824202,1017.0,0.0,C1261209386,410652.0,335796.92,0,0,208697.81,284569.8900000001
1446744,3301517,252,0,460477.15,C1351400536,104875.0,0.0,C1280670403,0.0,460477.15,0,0,355602.15,0.0
2632207,6028890,471,1,466303.78,C837241218,11592.0,0.0,C2047922069,71410.2,537713.98,0,0,454711.78,0.0
1237787,2825175,226,1,302558.4,C1211262277,,,C229404775,977697.64,1280256.04,0,0,,0.0
1556466,3543150,260,1,111256.52,C479066593,5047.38,0.0,C61984603,4576239.46,4687495.98,0,0,106209.14,-9.313225746154783e-10
724191,1650213,158,1,330009.05,C1702737930,51595.0,0.0,C19227381,86350.36,416359.41,0,0,278414.05,0.0
2361974,5406103,377,1,347469.47,C714266273,,,C506555687,1917145.38,2264614.85,0,0,,-4.656612873077393e-10
1824556,4170100,304,1,275474.1,C1107784790,,,C2040921992,796163.17,1071637.27,0,0,,0.0
1368299,3112135,235,1,108769.56,C2128808758,31069.0,0.0,C1377608739,410854.25,519623.81,0,0,77700.56,0.0
1535392,3497799,259,1,27669.55,C762229533,10869.0,0.0,C475187250,0.0,27669.55,0,0,16800.55,0.0
676665,1545412,154,0,1385072.57,C1012898747,,,C589464091,1450153.91,2835226.48,0,0,,0.0
176512,400531,18,1,156746.85,C1369642403,11625.0,0.0,C2063763486,3736465.41,3989424.1,0,0,145121.85,-96211.83999999984
1688702,3855277,283,0,101515.68,C295983306,101515.68,0.0,C581841724,-1.0,-1.0,1,0,0.0,101515.68
462450,1055696,96,0,22081.44,C674881382,35141.0,13059.56,C216520271,0.0,22081.44,0,0,0.0,0.0
67117,163621,12,0,81375.87,C1560810444,21343.0,0.0,C305934,3995338.54,4474738.01,0,0,60032.87,-398023.5999999996
1586771,3624929,274,1,482800.76,C533362293,30513.0,0.0,C1508047342,0.0,482800.76,0,0,452287.76,0.0
375415,847077,41,1,223136.5,C1231025377,39986.0,0.0,C1567540740,0.0,223136.5,0,0,183150.5,0.0
2014597,4601821,329,1,210497.46,C303186952,14039.0,0.0,C781944041,61300.97,271798.43,0,0,196458.46,0.0
1094570,2493832,204,1,341603.47,C992115519,101233.0,0.0,C950255703,481734.11,823337.58,0,0,240370.47,0.0
897452,2043791,181,1,2023.05,C2108492465,154.0,0.0,C1096924958,2463505.8,2465528.85,0,0,1869.05,-4.656612873077393e-10
509598,1166395,132,1,83317.19,C514054590,99660.0,16342.81,C510750886,58996.03,142313.22,0,0,0.0,0.0
2364481,5411385,378,1,123567.27,C270675683,242.0,0.0,C162541851,26077.94,149645.21,0,0,123325.27,0.0
34905,89451,10,1,337611.38,C729468179,,,C503501228,401390.87,739002.25,0,0,,0.0
2764468,6348705,695,1,72794.98,C139987179,,,C1292364649,124023.99,196818.96,0,0,,0.0100000000093132
359670,812825,40,1,69769.76,C1466641925,,,C181364982,2395654.05,2465423.81,0,0,,-4.656612873077393e-10
1314695,2997191,232,1,87774.85,C1421360607,5927.0,0.0,C2058866359,367194.44,454969.29,0,0,81847.85,5.820766091346741e-11
749536,1705912,160,1,108542.38,C1304965179,34926.0,0.0,C158828624,0.0,108542.38,0,0,73616.38,0.0
1983323,4533408,326,1,16870.8,C181331215,194004.7,177133.9,C419736888,302134.73,319005.53,0,0,-2.9103830456733704e-11,-5.820766091346741e-11
382955,861668,42,1,129837.21,C269132245,981.0,0.0,C737117988,0.0,129837.21,0,0,128856.21,0.0
2537313,5803178,401,0,821979.13,C1598275150,,,C59937810,2828718.65,3650697.79,0,0,,-0.0100000002421438
1659245,3789771,280,1,103274.04,C836038321,,,C1472738508,525801.03,629075.08,0,0,,-0.0099999998928979
4587,17675,8,1,243630.95,C1633706549,,,C1315729466,1957325.15,803908.4,0,0,,1397047.7000000002
2215939,5064635,354,1,379961.1,C1183714991,19865.0,0.0,C1536483131,0.0,379961.1,0,0,360096.1,0.0
290552,663783,36,1,120973.99,C858218831,,,C2084065808,1347380.23,1468354.22,0,0,,0.0
2319258,5310605,373,1,34902.15,C989630872,74974.0,40071.85,C662459689,19475.88,54378.03,0,0,0.0,0.0
1992561,4553635,327,1,4927.82,C1346643885,,,C796179536,28117.4,33045.22,0,0,,0.0
220085,493412,20,1,2989.5,C210949126,51447.0,48457.5,C1917629738,895028.0,886317.5,0,0,0.0,11700.0
94558,224676,14,1,284554.98,C1402419073,30144.0,0.0,C396957380,186788.35,471343.33,0,0,254410.98,-5.820766091346741e-11
510381,1168373,132,1,156393.07,C908577603,,,C670203527,4950639.45,5107032.52,0,0,,9.313225746154783e-10
919457,2092203,182,0,1952111.41,C289747701,24719.0,0.0,C712312792,0.0,1952111.41,0,0,1927392.41,0.0
350765,792830,40,1,283076.02,C192955244,894.0,0.0,C355142143,0.0,283076.02,0,0,282182.02,0.0
696389,1588315,155,1,43423.56,C2084046830,,,C520742159,7861641.89,7905065.45,0,0,,-9.313225746154783e-10
2639134,6046594,492,1,138787.71,C876424108,,,C491261963,2010870.76,2149658.47,0,0,,0.0
1648119,3763930,279,0,150040.44,C2042562792,16839.0,0.0,C1718713793,22980.77,173021.21,0,0,133201.44,0.0
46234,116192,11,1,119058.89,C850009004,388380.71,269321.82,C1353512285,174925.24,293984.13,0,0,0.0,0.0
2597410,5932831,404,1,257188.3,C1192922405,51406.0,0.0,C485801049,947050.14,1204238.44,0,0,205782.3,0.0
80701,194139,13,1,23246.51,C448692278,99826.0,76579.49,C1060191389,1662359.78,1312847.29,0,0,0.0,372759.0
220737,494739,20,1,364649.58,C163870802,,,C1389589873,576937.43,886255.71,0,0,,55331.30000000005
1061534,2419541,202,1,135995.12,C594552710,5574.0,0.0,C60155077,157711.18,293706.3,0,0,130421.12,0.0
830538,1880092,164,1,57992.7,C313335206,253931.55,195938.85,C1130391746,234004.37,291997.07,0,0,0.0,0.0
1637575,3739615,278,1,310845.9,C271971962,107647.0,0.0,C378422073,199482.51,510328.4,0,0,203198.9,0.0100000000093132
1781628,4076061,301,1,86039.4,C305148139,,,C1926318628,303830.97,389870.37,0,0,,0.0
1871939,4271146,307,1,143811.24,C601162503,30764.0,0.0,C1114784816,0.0,143811.24,0,0,113047.24,0.0
1255088,2863662,227,1,307927.11,C273719748,210.0,0.0,C483256665,0.0,307927.11,0,0,307717.11,0.0
1936110,4428246,322,1,16836.13,C1741133406,,,C132321458,133981.49,150817.62,0,0,,0.0
427318,957737,44,1,148250.2,C2024904250,14669.0,0.0,C1821496482,0.0,148250.2,0,0,133581.2,0.0
1726541,3946445,286,1,214624.32,C1627463373,,,C731649450,1388151.72,1602776.05,0,0,,-0.0100000000093132
2067934,4719100,332,0,21648.18,C475009342,3061.0,0.0,C1814117380,367287.13,388935.3,0,0,18587.18,0.0100000000093132
2290965,5247450,371,1,83640.7,C1666632680,22205.0,0.0,C434489589,117142.51,200783.21,0,0,61435.7,0.0
1390083,3163350,237,1,236467.12,C151299333,10248.0,0.0,C1746773925,0.0,236467.12,0,0,226219.12,0.0
2256489,5157637,357,1,223129.08,C2062473707,,,C340471029,8313450.32,8536579.4,0,0,,0.0
2375188,5434772,378,1,370911.16,C2008590045,35394.0,0.0,C1658375965,0.0,370911.16,0,0,335517.16,0.0
1525854,3476472,258,1,193786.37,C1155568070,3068.0,0.0,C1484996911,532433.31,726219.68,0,0,190718.37,0.0
2671301,6125875,540,0,285394.23,C1735658856,71596.0,0.0,C955061108,113510.46,398904.69,0,0,213798.23,0.0
2546059,5822159,402,1,354789.27,C1750897331,64251.0,0.0,C822878466,0.0,354789.27,0,0,290538.27,0.0
1166437,2652128,209,1,115311.17,C126265771,,,C32355029,1745599.52,1860910.7,0,0,,-0.0100000000093132
1734480,3970506,297,1,175811.12,C880732453,1861.4,0.0,C1748035915,187221.89,363033.01,0,0,173949.72,0.0
281592,644125,35,0,59769.43,C468226815,254304.0,194534.57,C1169803709,0.0,59769.43,0,0,0.0,0.0
587877,1337104,137,1,157528.84,C788118370,,,C1238308127,2156731.6,2314260.44,0,0,,0.0
1377883,3132525,236,1,11371.65,C16494439,14649.0,3277.35,C1945683777,21515.0,0.0,0,0,0.0,32886.65
366604,827252,41,1,3081.17,C1596709308,175952.0,172870.83,C1645722619,25044.02,28125.19,0,0,0.0,3.637978807091713e-12
405070,909355,43,1,84383.77,C1695435991,155587.0,71203.23,C1484675805,0.0,84383.77,0,0,0.0,0.0
1009461,2287928,187,0,330483.41,C1535952861,,,C769342184,23199095.5,23529578.91,0,0,,0.0
261757,600065,34,1,395532.48,C1211056068,,,C1423780194,3726506.09,4122038.56,0,0,,0.0099999997764825
65203,159837,12,1,62679.24,C565679939,55750.0,0.0,C1517852075,84605.0,0.0,0,0,6929.239999999998,147284.24
303882,691938,36,1,59541.25,C1601333575,239308.0,179766.75,C824182692,0.0,59541.25,0,0,0.0,0.0
2148082,4915019,349,1,78596.08,C406112320,59714.0,0.0,C265504964,34771.58,113367.66,0,0,18882.08,0.0
613,2348,1,0,83845.22,C1386020581,10538.0,0.0,C990398217,0.0,83845.22,0,0,73307.22,0.0
786190,1783378,162,1,138328.11,C393809475,,,C1939597728,1979605.07,2117933.18,0,0,,0.0
983860,2232799,186,1,304790.62,C1340867214,,,C227741043,306909.85,611700.47,0,0,,0.0
2467413,5652214,396,1,9204.55,C2037388660,,,C233702967,9970.91,19175.46,0,0,,0.0
1451402,3311701,252,0,399963.49,C602937708,19923.0,0.0,C534146171,1044711.01,1444674.5,0,0,380040.49,0.0
2669398,6121283,538,1,155677.95,C540096246,4576.0,0.0,C1199556166,158774.98,314452.93,0,0,151101.95,5.820766091346741e-11
2173500,4971882,352,1,29070.95,C1918971006,,,C1277139979,2561469.48,2590540.43,0,0,,0.0
449029,1011386,46,1,43768.32,C1415709483,,,C1651520336,77286.79,121055.11,0,0,,-1.4551915228366852e-11
2289478,5244046,371,1,261989.64,C1416443871,174955.19,0.0,C883517278,1262390.09,1524379.73,0,0,87034.45000000001,0.0
874055,1992538,179,1,212481.73,C1792147415,11441.0,0.0,C1756737753,2168356.12,2380837.84,0,0,201040.73,0.0100000002421438
2630205,6024335,469,0,726642.46,C181185447,,,C1316956873,848441.29,1575083.75,0,0,,0.0
501830,1149685,131,0,8411.36,C827835861,11152.0,2740.64,C954773453,106267.17,114678.53,0,0,0.0,0.0
1969210,4502106,325,1,223686.24,C1342228035,,,C1867932143,1242196.99,1465883.22,0,0,,0.0100000000093132
536085,1224616,133,1,6798.51,C1915593756,,,C1614334616,1496153.76,1502952.27,0,0,,0.0
1174280,2668961,210,1,239015.56,C614215890,,,C21026953,4431770.49,4670786.05,0,0,,0.0
